epoch,Simple NN,Recurrent NN
1,2.436013698577881,2.4579079151153564
2,2.396254301071167,2.3928163051605225
3,2.1688573360443115,2.150918960571289
4,2.211308240890503,2.189434766769409
5,2.171391010284424,2.1734187602996826
6,1.978124737739563,2.0029735565185547
7,1.922019362449646,1.9439597129821777
8,1.9200878143310547,1.9562534093856812
9,1.8732644319534302,1.9441783428192139
10,1.9449552297592163,2.0058629512786865
11,1.96078622341156,2.0049285888671875
12,1.8992706537246704,1.9254326820373535
13,1.908262014389038,1.9268628358840942
14,1.8683791160583496,1.8864721059799194
15,1.8698852062225342,1.8902313709259033
16,1.8767589330673218,1.9100209474563599
17,1.8587818145751953,1.8913507461547852
18,1.848649024963379,1.8843830823898315
19,1.7858511209487915,1.8275460004806519
20,1.8579546213150024,1.9039208889007568
21,1.8390907049179077,1.8807623386383057
22,1.8255844116210938,1.8665869235992432
23,1.7545392513275146,1.779321551322937
24,1.7679529190063477,1.7903265953063965
25,1.7614904642105103,1.788200855255127
26,1.9521825313568115,1.986660361289978
27,1.7964138984680176,1.8377366065979004
28,1.862287163734436,1.9082978963851929
29,1.8030157089233398,1.837784767150879
30,1.8396685123443604,1.857439398765564
31,1.7990901470184326,1.8282705545425415
32,1.7835986614227295,1.8045380115509033
33,1.798223853111267,1.8217493295669556
34,1.7872980833053589,1.8112759590148926
35,1.8375921249389648,1.860451579093933
36,1.8686424493789673,1.8941725492477417
37,1.788974642753601,1.8161249160766602
38,1.8598428964614868,1.8794474601745605
39,1.7843987941741943,1.800575613975525
40,1.8340814113616943,1.8520866632461548
41,1.8990434408187866,1.9220969676971436
42,1.8721593618392944,1.891956090927124
43,1.8769581317901611,1.895169734954834
44,1.7999041080474854,1.8232945203781128
45,1.81209135055542,1.8343299627304077
46,1.7804526090621948,1.799491047859192
47,1.8638439178466797,1.8796970844268799
48,1.754752278327942,1.7701085805892944
49,1.7761991024017334,1.7920258045196533
50,1.802390217781067,1.816361665725708
51,1.8297746181488037,1.8447482585906982
52,1.7949591875076294,1.8085498809814453
53,1.7463033199310303,1.7588108777999878
54,1.8811546564102173,1.8951517343521118
55,1.7954002618789673,1.8048970699310303
56,1.7957265377044678,1.807962417602539
57,1.7781569957733154,1.787009358406067
58,1.779442548751831,1.79144287109375
59,1.7249301671981812,1.7348278760910034
60,1.8874874114990234,1.9025009870529175
61,1.7496126890182495,1.7591755390167236
62,1.8315467834472656,1.8416290283203125
63,1.8351824283599854,1.8474034070968628
64,1.750360131263733,1.7578622102737427
65,1.7711505889892578,1.7783737182617188
66,1.8075554370880127,1.8136215209960938
67,1.7692368030548096,1.7779732942581177
68,1.7490551471710205,1.7589027881622314
69,1.7235593795776367,1.7305593490600586
70,1.8451498746871948,1.8540548086166382
71,1.8003194332122803,1.80897855758667
72,1.8199175596237183,1.8300789594650269
73,1.7363606691360474,1.7463397979736328
74,1.807913064956665,1.8184090852737427
75,1.7994027137756348,1.8094990253448486
76,1.7837107181549072,1.7928375005722046
77,1.7792240381240845,1.7838540077209473
78,1.7667062282562256,1.7785899639129639
79,1.764068365097046,1.771077275276184
80,1.7830051183700562,1.7901157140731812
81,1.7872295379638672,1.7950124740600586
82,1.7868616580963135,1.7966468334197998
83,1.7386234998703003,1.7473708391189575
84,1.7966023683547974,1.8037927150726318
85,1.6789387464523315,1.6882665157318115
86,1.7515026330947876,1.758058786392212
87,1.731339693069458,1.7386529445648193
88,1.7833387851715088,1.7883665561676025
89,1.750941514968872,1.75953209400177
90,1.8229050636291504,1.831536889076233
91,1.8690483570098877,1.8755056858062744
92,1.7952781915664673,1.8008337020874023
93,1.757728934288025,1.7640628814697266
94,1.7825257778167725,1.7899383306503296
95,1.8127235174179077,1.8191944360733032
96,1.7573447227478027,1.764585256576538
97,1.669562578201294,1.6747359037399292
98,1.7676634788513184,1.777097463607788
99,1.757697582244873,1.7611870765686035
100,1.7256022691726685,1.7337009906768799
101,1.76472008228302,1.771027684211731
102,1.6952050924301147,1.705652117729187
103,1.7940951585769653,1.8037922382354736
104,1.7402361631393433,1.7481406927108765
105,1.759342908859253,1.7665717601776123
106,1.7713544368743896,1.7776747941970825
107,1.748294472694397,1.7583554983139038
108,1.7239400148391724,1.7315231561660767
109,1.7843618392944336,1.7903900146484375
110,1.8043190240859985,1.8091634511947632
111,1.715808391571045,1.7209047079086304
112,1.779808759689331,1.7875103950500488
113,1.7170689105987549,1.7234686613082886
114,1.7484958171844482,1.7554832696914673
115,1.7587741613388062,1.7643953561782837
116,1.7997676134109497,1.8049684762954712
117,1.770833134651184,1.7777777910232544
118,1.7552741765975952,1.7621699571609497
119,1.7895102500915527,1.7994260787963867
120,1.784504771232605,1.7915948629379272
121,1.799902319908142,1.8074443340301514
122,1.7459425926208496,1.7533996105194092
123,1.6482574939727783,1.6548702716827393
124,1.6910324096679688,1.6991991996765137
125,1.7175697088241577,1.729180097579956
126,1.7440340518951416,1.7578850984573364
127,1.7278894186019897,1.7373466491699219
128,1.7748827934265137,1.7859656810760498
129,1.6691744327545166,1.679720401763916
130,1.7135010957717896,1.7240900993347168
131,1.7403101921081543,1.7529881000518799
132,1.7472178936004639,1.7554914951324463
133,1.734431505203247,1.7459831237792969
134,1.7410351037979126,1.7463557720184326
135,1.7335151433944702,1.7432868480682373
136,1.7374138832092285,1.7457892894744873
137,1.6994658708572388,1.7057067155838013
138,1.7567259073257446,1.7637678384780884
139,1.7651784420013428,1.776231050491333
