epoch,Simple NN,Recurrent NN
1,1.3077527284622192,1.3423585891723633
2,1.3875652551651,1.4146524667739868
3,1.2988940477371216,1.309576153755188
4,1.3933533430099487,1.4088919162750244
5,1.3852550983428955,1.3951133489608765
6,1.2801064252853394,1.2853336334228516
7,1.2688894271850586,1.2728508710861206
8,1.3001619577407837,1.3085237741470337
9,1.2854740619659424,1.298702597618103
10,1.3652507066726685,1.3773587942123413
11,1.3653945922851562,1.3699123859405518
12,1.3278286457061768,1.335620641708374
13,1.3306705951690674,1.3354986906051636
14,1.292386531829834,1.2972215414047241
15,1.3140368461608887,1.3145866394042969
16,1.3246808052062988,1.3305412530899048
17,1.2957946062088013,1.302979826927185
18,1.3071805238723755,1.3076343536376953
19,1.2653987407684326,1.265626072883606
20,1.3347041606903076,1.3379137516021729
21,1.3078497648239136,1.3100934028625488
22,1.2996057271957397,1.2991291284561157
23,1.231011152267456,1.2324085235595703
24,1.2363468408584595,1.2393182516098022
25,1.2397427558898926,1.2403019666671753
26,1.4130512475967407,1.4149681329727173
27,1.26328444480896,1.2629700899124146
28,1.3334604501724243,1.3343919515609741
29,1.289083480834961,1.2901904582977295
30,1.32674241065979,1.3310633897781372
31,1.2683758735656738,1.2705761194229126
32,1.2794020175933838,1.2841496467590332
33,1.2905786037445068,1.2939741611480713
34,1.2805770635604858,1.2839324474334717
35,1.3255183696746826,1.3279895782470703
36,1.3446050882339478,1.3457434177398682
37,1.2746905088424683,1.277164101600647
38,1.3315305709838867,1.3341435194015503
39,1.2755744457244873,1.280379295349121
40,1.313646674156189,1.3169341087341309
41,1.3755584955215454,1.3746901750564575
42,1.3473000526428223,1.3488301038742065
43,1.3545671701431274,1.3580089807510376
44,1.277550220489502,1.2819483280181885
45,1.2896394729614258,1.292506456375122
46,1.263899803161621,1.2716400623321533
47,1.3410271406173706,1.346428632736206
48,1.2344063520431519,1.2397520542144775
49,1.261600375175476,1.2665915489196777
50,1.283060073852539,1.290924310684204
51,1.3099650144577026,1.3170751333236694
52,1.2843140363693237,1.289888858795166
53,1.226344347000122,1.230675220489502
54,1.3573825359344482,1.361708641052246
55,1.2875831127166748,1.2917017936706543
56,1.2833764553070068,1.2889554500579834
57,1.2555522918701172,1.2613976001739502
58,1.2644386291503906,1.2670577764511108
59,1.2046912908554077,1.2099753618240356
60,1.3527741432189941,1.3594197034835815
61,1.2302324771881104,1.2358953952789307
62,1.3143523931503296,1.3226255178451538
63,1.3034549951553345,1.3128385543823242
64,1.2386118173599243,1.2475658655166626
65,1.24704110622406,1.2591378688812256
66,1.2829633951187134,1.2919385433197021
67,1.2462087869644165,1.2576223611831665
68,1.2212963104248047,1.2315102815628052
69,1.1953710317611694,1.2106837034225464
70,1.301965355873108,1.3159884214401245
71,1.2586616277694702,1.2717825174331665
72,1.2844709157943726,1.2947771549224854
73,1.1965996026992798,1.209511160850525
74,1.2700303792953491,1.2855627536773682
75,1.2633529901504517,1.2776968479156494
76,1.2371234893798828,1.2541402578353882
77,1.2516896724700928,1.2648143768310547
78,1.2207742929458618,1.2356754541397095
